,post_id,tag,similarity,original_post_id
52,48631119,  shader,0.0631810568570957,48726897
53,48686857,c#,0.05694433618440408,48726897
54,48686857,  visual-studio,0.05694433618440408,48726897
55,48686857,  msbuild,0.05694433618440408,48726897
56,48686857,  dependencies,0.05694433618440408,48726897
57,48686857,  csproj,0.05694433618440408,48726897
58,48611995,c#,0.05663003735837691,48726897
59,48611995,  winforms,0.05663003735837691,48726897
60,48611995,  flowlayoutpanel,0.05663003735837691,48726897
61,48707462,java,0.056435356856986994,48726897
62,48707462,  scala,0.056435356856986994,48726897
63,48707462,  hadoop,0.056435356856986994,48726897
64,48707462,  apache-spark,0.056435356856986994,48726897
65,48707462,  apache-spark-sql,0.056435356856986994,48726897
66,48761694,mysql,0.05457837583547408,48726897
67,48761694,  laravel-5,0.05457837583547408,48726897
68,48761694,  pagination,0.05457837583547408,48726897
69,48761694,  laravel-pagination,0.05457837583547408,48726897
70,48761694,  laravel-scout,0.05457837583547408,48726897
71,48759942,c#,0.054406412219395406,48726897
72,48759942,  winforms,0.054406412219395406,48726897
73,48645172,java,0.05402943960441756,48726897
74,48645172,  android,0.05402943960441756,48726897
75,48645172,  firebase,0.05402943960441756,48726897
76,48645172,  firebase-database,0.05402943960441756,48726897
77,48693636,unity3d,0.05341526681873503,48726897
78,48693636,  shader,0.05341526681873503,48726897
79,48693636,  fragment-shader,0.05341526681873503,48726897
80,48693636,  vertex,0.05341526681873503,48726897
81,48693636,  cg,0.05341526681873503,48726897
82,48657769,c#,0.05277187149815843,48726897
83,48657769,  asp.net,0.05277187149815843,48726897
84,48657769,  asp.net-web-api,0.05277187149815843,48726897
85,48671910,.htaccess,0.052474892346879215,48726897
86,48671910,  mod-rewrite,0.052474892346879215,48726897
87,48752574,python,0.05226193254409019,48726897
88,48752574,  regex,0.05226193254409019,48726897
89,48752574,  string,0.05226193254409019,48726897
90,48752574,  parsing,0.05226193254409019,48726897
91,48752574,  text,0.05226193254409019,48726897
92,48538030,assembly,0.051725631952907074,48726897
93,48538030,  cpu-architecture,0.051725631952907074,48726897
94,48538030,  instructions,0.051725631952907074,48726897
95,48583501,javascript,0.051187583143931854,48726897
96,48583501,  angularjs,0.051187583143931854,48726897
97,48583501,  pass-by-reference,0.051187583143931854,48726897
98,48583501,  pass-by-value,0.051187583143931854,48726897
99,48504983,r,0.05054290873556517,48726897
100,48504983,  azure-data-lake,0.05054290873556517,48726897
101,48504983,  u-sql,0.05054290873556517,48726897
102,48504983,  data-lake,0.05054290873556517,48726897
103,48789433,android,0.049748053307735636,48726897
104,48789433,  android-fragments,0.049748053307735636,48726897
105,48789433,  android-viewpager,0.049748053307735636,48726897
106,48789433,  android-fragmentactivity,0.049748053307735636,48726897
107,48789433,  android-tablayout,0.049748053307735636,48726897
108,48703208,ios,0.047998806298387695,48726897
109,48703208,  swift,0.047998806298387695,48726897
110,48703208,  mapkit,0.047998806298387695,48726897
111,48715242,opengl,0.04770183209112874,48726897
112,48715242,  matrix,0.04770183209112874,48726897
113,48715242,  glsl,0.04770183209112874,48726897
114,48715242,  normals,0.04770183209112874,48726897
115,48715242,  homogenous-transformation,0.04770183209112874,48726897
116,48661804,json,0.04758456158448031,48726897
117,48661804,  sqlite,0.04758456158448031,48726897
118,48661804,  join,0.04758456158448031,48726897
119,48661804,  couchbase,0.04758456158448031,48726897
120,48661804,  n1ql,0.04758456158448031,48726897
121,48770443,c#,0.04717903527028586,48726897
122,48770443,  pbx,0.04717903527028586,48726897
123,48770443,  tapi,0.04717903527028586,48726897
124,48719330,shell,0.04711115735725841,48726897
125,48719330,  perl,0.04711115735725841,48726897
126,48719330,  awk,0.04711115735725841,48726897
127,48719330,  sed,0.04711115735725841,48726897
128,48719330,  gawk,0.04711115735725841,48726897
129,48480695,neural-network,0.04708996978892417,48726897
130,48480695,  deep-learning,0.04708996978892417,48726897
131,48480695,  artificial-intelligence,0.04708996978892417,48726897
132,48480695,  conv-neural-network,0.04708996978892417,48726897
133,48480695,  convolution,0.04708996978892417,48726897
134,48616658,textview,0.0465696259597323,48726897
135,48616658,  wear-os,0.0465696259597323,48726897
136,48667942,android,0.04651986396185282,48726897
137,48730230,javascript,0.046456375499120836,48726897
138,48730230,  json,0.046456375499120836,48726897
139,48715851,android,0.04617626830465418,48726897
140,48715851,  firebase-database,0.04617626830465418,48726897
141,48715851,  firebase-authentication,0.04617626830465418,48726897
142,48715851,  firebase-storage,0.04617626830465418,48726897
143,48715851,  android-instant-apps,0.04617626830465418,48726897
144,48679939,css,0.04611779990927075,48726897
145,48679939,  sass,0.04611779990927075,48726897
146,48679939,  mixins,0.04611779990927075,48726897
147,48745568,ionic2,0.04563801646398404,48726897
148,48745568,  rxjs,0.04563801646398404,48726897
149,48745568,  ionic3,0.04563801646398404,48726897
150,48579214,c#,0.04553416289797839,48726897
151,48579214,  c,0.04553416289797839,48726897
152,48579214,  linux,0.04553416289797839,48726897
153,48579214,  mono,0.04553416289797839,48726897
154,48579214,  pinvoke,0.04553416289797839,48726897
155,48759999,c#,0.04442164996644372,48726897
156,48759999,  regex,0.04442164996644372,48726897
157,48545968,bpm,0.04407534708778164,48726897
158,48545968,  bonita,0.04407534708778164,48726897
159,48641219,java,0.04394928806808346,48726897
160,48641219,  android,0.04394928806808346,48726897
161,48641219,  google-play,0.04394928806808346,48726897
162,48717583,colors,0.04374337630157271,48726897
163,48717583,  opengl-es,0.04374337630157271,48726897
164,48717583,  opengl-es-2.0,0.04374337630157271,48726897
165,48774307,mysql,0.043393152954773535,48726897
166,48774307,  sql,0.043393152954773535,48726897
167,48774307,  regex,0.043393152954773535,48726897
168,48630429,tcp,0.04291516176251871,48726897
169,48630429,  handshake,0.04291516176251871,48726897
170,48630429,  modbus-tcp,0.04291516176251871,48726897
171,48741335,php,0.04290429760236839,48726897
172,48741335,  mysql,0.04290429760236839,48726897
173,48741335,  laravel,0.04290429760236839,48726897
174,48741335,  eloquent,0.04290429760236839,48726897
175,48769078,sql-server,0.04267291223767583,48726897
176,48769078,  microsoft-teams,0.04267291223767583,48726897
177,48589505,python,0.042278510148190875,48726897
178,48589505,  python-3.x,0.042278510148190875,48726897
179,48589505,  statsmodels,0.042278510148190875,48726897
180,48524072,apache,0.04176566285484956,48726897
181,48524072,  ubuntu,0.04176566285484956,48726897
182,48524072,  redirect,0.04176566285484956,48726897
183,48524072,  vhosts,0.04176566285484956,48726897
184,48541355,php,0.04170595085077289,48726897
185,48541355,  laravel,0.04170595085077289,48726897
186,48541355,  .htaccess,0.04170595085077289,48726897
187,48783213,javascript,0.04168767990321568,48726897
188,48783213,  sql,0.04168767990321568,48726897
189,48783213,  json,0.04168767990321568,48726897
190,48783213,  node.js,0.04168767990321568,48726897
191,48741035,css,0.04154336442400642,48726897
192,48741035,  angular,0.04154336442400642,48726897
193,48741035,  sass,0.04154336442400642,48726897
194,48774952,apache-camel,0.04146284098758639,48726897
195,48792025,php,0.04129189460936824,48726897
196,48482545,wix,0.04107569637316908,48726897
197,48482545,  windows-installer,0.04107569637316908,48726897
198,48482545,  msiexec,0.04107569637316908,48726897
199,48577011,c#,0.04101185188160322,48726897
200,48577011,  heroku,0.04101185188160322,48726897
201,48577011,  asp.net-core,0.04101185188160322,48726897
202,48577011,  .net-core,0.04101185188160322,48726897
203,48583136,opengl,0.040815576480997214,48726897
204,48563675,java,0.04071207319726023,48726897
205,48563675,  eclipse,0.04071207319726023,48726897
206,48563675,  opengl,0.04071207319726023,48726897
207,48563675,  lwjgl,0.04071207319726023,48726897
208,48782091,javascript,0.0406191592863275,48726897
209,48782091,  c#,0.0406191592863275,48726897
210,48782091,  jquery,0.0406191592863275,48726897
211,48782091,  asp.net,0.0406191592863275,48726897
212,48638508,c#,0.040548609957444776,48726897
213,48638508,  sql,0.040548609957444776,48726897
214,48638508,  entity-framework,0.040548609957444776,48726897
215,48638508,  orm,0.040548609957444776,48726897
216,48638508,  telerik,0.040548609957444776,48726897
217,48740222,shell,0.04050910296804406,48726897
218,48740222,  sqlite,0.04050910296804406,48726897
219,48783907,postgresql,0.040369401795605026,48726897
220,48783907,  postgres-xl,0.040369401795605026,48726897
221,48661535,json,0.04018537892381671,48726897
222,48661535,  laravel,0.04018537892381671,48726897
223,48661535,  laravel-5,0.04018537892381671,48726897
224,48661535,  base64,0.04018537892381671,48726897
225,48661535,  file-encodings,0.04018537892381671,48726897
226,48494364,android,0.03983587953675382,48726897
227,48494364,  google-room,0.03983587953675382,48726897
228,48601214,javascript,0.03975778148718311,48726897
229,48601214,  webgl,0.03975778148718311,48726897
230,48578003,sql-server,0.03931111301409268,48726897
231,48578003,  sql-execution-plan,0.03931111301409268,48726897
232,48578003,  quoted-identifier,0.03931111301409268,48726897
233,48664840,javascript,0.03930745276452039,48726897
234,48664840,  node.js,0.03930745276452039,48726897
235,48664840,  typescript,0.03930745276452039,48726897
236,48664840,  es6-modules,0.03930745276452039,48726897
237,48642777,unity3d,0.03887160629842152,48726897
238,48673569,bash,0.038795398557224865,48726897
239,48673569,  awk,0.038795398557224865,48726897
240,48673569,  sed,0.038795398557224865,48726897
241,48673569,  gawk,0.038795398557224865,48726897
242,48709098,algorithm,0.03861612822645839,48726897
243,48709098,  neural-network,0.03861612822645839,48726897
244,48709098,  artificial-intelligence,0.03861612822645839,48726897
245,48709098,  sat,0.03861612822645839,48726897
246,48484436,dotnetnuke,0.03850645608805492,48726897
247,48618463,java,0.038239205270876465,48726897
248,48618463,  xml,0.038239205270876465,48726897
249,48618463,  unicode,0.038239205270876465,48726897
250,48618463,  jaxb,0.038239205270876465,48726897
251,48609598,yii,0.03808291936039935,48726897
252,48609598,  yii2,0.03808291936039935,48726897
253,48481009,php,0.03784726986273433,48726897
254,48481009,  oop,0.03784726986273433,48726897
255,48656681,javascript,0.03778967582482633,48726897
256,48656681,  jquery,0.03778967582482633,48726897
257,48656681,  html,0.03778967582482633,48726897
258,48637603,caching,0.0377542187300165,48726897
259,48637603,  image-processing,0.0377542187300165,48726897
260,48637603,  video-streaming,0.0377542187300165,48726897
261,48637603,  compiler-optimization,0.0377542187300165,48726897
262,48764037,php,0.037629066008129444,48726897
263,48764037,  selenium,0.037629066008129444,48726897
264,48764037,  testing,0.037629066008129444,48726897
265,48764037,  selenium-webdriver,0.037629066008129444,48726897
266,48499485,android,0.037535426093335725,48726897
267,48499485,  datetime,0.037535426093335725,48726897
268,48499485,  calendar,0.037535426093335725,48726897
269,48471418,c#,0.03751179552629061,48726897
270,48471418,  sql,0.03751179552629061,48726897
271,48471418,  winforms,0.03751179552629061,48726897
272,48632251,java,0.03746911324763157,48726897
273,48632251,  android,0.03746911324763157,48726897
274,48632251,  firebase-database,0.03746911324763157,48726897
275,48632251,  android-recyclerview,0.03746911324763157,48726897
276,48632251,  firebaseui,0.03746911324763157,48726897
277,48655801,markdown,0.03732560619289381,48726897
278,48655801,  jupyter,0.03732560619289381,48726897
279,48722337,angular,0.03730881459848331,48726897
280,48722337,  sqlite,0.03730881459848331,48726897
281,48722337,  ionic2,0.03730881459848331,48726897
282,48722337,  ionic3,0.03730881459848331,48726897
283,48722337,  ionic2-providers,0.03730881459848331,48726897
284,48659107,javascript,0.037227952831428664,48726897
285,48659107,  angular,0.037227952831428664,48726897
286,48584536,c#,0.03704652615600968,48726897
287,48584536,  asp.net,0.03704652615600968,48726897
288,48584536,  user-controls,0.03704652615600968,48726897
289,48584536,  webusercontrol,0.03704652615600968,48726897
290,48739473,php,0.03692894848388368,48726897
291,48739473,  mysql,0.03692894848388368,48726897
292,48739473,  database,0.03692894848388368,48726897
293,48739473,  codeigniter,0.03692894848388368,48726897
294,48505263,c#,0.03684103669083694,48726897
295,48505263,  linq,0.03684103669083694,48726897
296,48505263,  nhibernate,0.03684103669083694,48726897
297,48653762,rest,0.036775927442746034,48726897
298,48653762,  architecture,0.036775927442746034,48726897
299,48653762,  microservices,0.036775927442746034,48726897
300,48509200,android,0.036745607672105836,48726897
301,48509200,  proxy,0.036745607672105836,48726897
302,48509200,  fiddler,0.036745607672105836,48726897
303,48757982,javascript,0.03662112609457894,48726897
304,48757982,  activex,0.03662112609457894,48726897
305,48757982,  jscript,0.03662112609457894,48726897
306,48757982,  wia,0.03662112609457894,48726897
307,48547872,image-processing,0.036561279415166036,48726897
308,48547872,  computer-vision,0.036561279415166036,48726897
309,48772880,r,0.036469099870936966,48726897
310,48772880,  latex,0.036469099870936966,48726897
311,48772880,  knitr,0.036469099870936966,48726897
312,48772880,  r-markdown,0.036469099870936966,48726897
313,48523300,php,0.03639891254287189,48726897
314,48523300,  jquery,0.03639891254287189,48726897
315,48523300,  html,0.03639891254287189,48726897
316,48795929,linux,0.03622904885285387,48726897
317,48795929,  freepascal,0.03622904885285387,48726897
318,48674449,javascript,0.03613636269417911,48726897
319,48674449,  jquery,0.03613636269417911,48726897
320,48674449,  html,0.03613636269417911,48726897
321,48674449,  parent-child,0.03613636269417911,48726897
322,48762165,javascript,0.03610808555992718,48726897
323,48762165,  html,0.03610808555992718,48726897
324,48762165,  node.js,0.03610808555992718,48726897
325,48762165,  express,0.03610808555992718,48726897
326,48762165,  binary,0.03610808555992718,48726897
